Question,ResultId,ResultScore,ResultURL,ResultTitle,ResultRank,ResultText,Score
Why did you guys have more than one wife?,028bbf60928744051002cd5a67ba7e23d930fa229c410d124fccd9683705c078,0.77420181,https://www.fairlatterdaysaints.org/blog/2023/05/11/letter-for-my-wife-rebuttal-part-16-the-early-church-polygamy-a#,"Letter For My Wife Rebuttal, Part 16: The Early Church – Polygamy [A] / What kind of motivations could a man have to wed many women?",11,"There are many things that would motivate a man to marry multiple women. Joseph Smith did not leave a personal statement of his motivation, but his friends repeated his motivation multiple times: he believed it was a direct commandment from God. It was also referred to explicitly as a commandment in the Doctrine and Covenants.

Therefore, the question in this case is likely not what his motivation was. It should be whether or not you believe him when you hear his motivation.

As I said above, this is a question I took directly to Heavenly Father. I put aside my personal assumptions and I asked Him if it was a commandment from Him, and if it was, to open my mind and give me understanding and insight as to *why* it was a commandment. Because I did that, I can say that yes, I believe Joseph when I hear what his motivation was, according to those who knew him and the revelation he received.

The idea that he did it for reasons of lust isn't borne out by the evidence. There isn't any evidence of sexual relations in most of his unions, and the ones that do have evidence show that it happened rarely.",3.0
Why did you guys have more than one wife?,d9946b63ce3ecafb703d6db4cf92d10acedbe1173aa8b79b88f2fe60c0672ac3,0.774196446,https://doctrineandcovenantscentral.org/podcast-episode/qr-tough-polygamy-questions-with-dr-brian-hales#,Q&R! Tough Polygamy Questions with Dr. Brian Hales!,12,"Brian Hales:

And she was a midwife. She was wealthy. She had prominence among the saints. She came to Utah, delivered a lot of babies. But there's really no connection to her legal husband, and I trace that back to her sealing with Joseph. It may not be true, but I think it is. So in that case, I think David was disappointed. But he didn't criticize Joseph. He just went out, and he plurally married other—and had that taken care of. And for me, if I could go back in time and whisper in Joseph Smith's ears, I might just say, ""Hey Joseph, don't marry other men's wives. It just looks bad to us in the 21st century."" I know it's not a sin. Joseph Smith wasn't perfect, but he was always worthy.",1.0
Why did you guys have more than one wife?,7916b3f3e0ed9ae7f83912d0a3cca9aa43951d94263a88617bca5ade6f3a31bf,0.771195054,https://doctrineandcovenantscentral.org/podcast-episode/why-did-plural-marriage-begin-in-the-church#,Why Did Plural Marriage Begin in the Church?,13,"Scott Woodward:

There are women that he did have sexual relationships with, and we'll—we'll talk about them in future episodes, but for Joseph, that was not necessary.",0.0
Why did you guys have more than one wife?,bc5c58576e9ad65e9f9f84ef5ba7bfbc72f0c7f5ec4666d34815ba33387958f4,0.771075487,https://www.fairlatterdaysaints.org/blog/2021/11/12/part-25-ces-letter-polygamy-polyandry-questions-section-f#,"The CES Letter Rebuttal — Part 25 / Part 25: CES Letter Polygamy & Polyandry Questions [Section F] / by Sarah Allen / ""Wherefore, it is lawful that he should have one wife, and they twain shall be one flesh, and all this that the earth might answer the end of its creation.""",14,"There are some important things to bring up regarding the Article on Marriage. It seems to have been written for two reasons. First, there was an idea floating around in Ohio after the Law of Consecration was announced that ""having all things in common"" also included communal wives. These types of ""free love"" societies/communes had sprung up out of the Second Great Awakening, and people apparently viewed the close-knit Latter-day Saints as being one of them. This Article was designed in part to refute that charge.",0.0
Why did you guys have more than one wife?,6dea1abde0e5b8f85f18d794e5adcbbed485399982baec5678d6afd5414efbb2,0.770031691,https://doctrineandcovenantscentral.org/podcast-episode/qr-tough-polygamy-questions-with-dr-brian-hales#,Q&R! Tough Polygamy Questions with Dr. Brian Hales!,15,"Brian Hales:

Every author to publish prior to my 2013 volumes portrayed Joseph as being a second husband to these women. And Romans, in the New Testament, 7:2-3 tells us that that's adultery.",0.0
Why did you guys have more than one wife?,471e8adc7cca49371d62520eb8e112261ffd866d69aebcda4b36c232c0f610f5,0.769717336,https://doctrineandcovenantscentral.org/podcast-episode/qr-tough-polygamy-questions-with-dr-brian-hales#,Q&R! Tough Polygamy Questions with Dr. Brian Hales!,16,"Brian Hales:

Their logic would go, like, ""Well, there was a sealing here for a marriage, and then there was a legal marriage, therefore, we assume there's sexual relations in both."" But they don't find any woman saying, ""I had two husbands."" There's nobody saying, ""Joseph had a revelation saying he could be my second husband."" There's no doctrinal discussions about how a woman could have two husbands. There's no support for it.",0.0
Why did you guys have more than one wife?,7d21d38134d1d38542c126a6936616af1cb72c30ec49f5e6428e8b56546672d1,0.769422352,https://doctrineandcovenantscentral.org/podcast-episode/qr-tough-polygamy-questions-with-dr-brian-hales#,Q&R! Tough Polygamy Questions with Dr. Brian Hales!,17,"Brian Hales:

They all portrayed Joseph as marrying and being a second husband to these women, with sexual relations. That's how they portray them. And so when I dived in to the research, I could not find any unambiguous support.",0.0
Why did you guys have more than one wife?,d8202b30f43268308d9771c225edd47dbbe35eca5027fdc8070cd0a7b4193436,0.769294858,https://doctrineandcovenantscentral.org/podcast-episode/qr-tough-polygamy-questions-with-dr-brian-hales#,Q&R! Tough Polygamy Questions with Dr. Brian Hales!,18,"Scott Woodward:

OK.

Brian Hales:

Women with legal husbands that were married to Joseph.

Scott Woodward:

Yeah, that's fair. We can't just extrapolate from that one account, Ruth Vose Sayers, and say that must have been his motivation for all 14. I think that's a good, cautious historical move right there. Do we see any other motives in any of the other accounts? Are there any other motives, especially with men who are faithful members of the church? Like, anything you can discern as to why Joseph would marry their wives, be sealed eternity-only with them when the husband was perfectly capable of being sealed to his wife? Orson Hyde comes to mind. Albert Smith, he was a member of the church, wasn't he? When Joseph was sealed to Esther Dutcher. Maybe there's a few others, Mary Heron. What do you do with those in terms of motivation? Any theological reason for those? Anything you can discern there, Brad?

Brian Hales:

Well, it's interesting. You've mentioned several. Merinda Hyde is—you know, and John Bennett is the first to say that Joseph would send men on missions—",0.0
Why did you guys have more than one wife?,2481faf4376899d6e31d7a540d98127b11d2ab9346a8462a71fbfd86ec75b77e,0.769105077,https://doctrineandcovenantscentral.org/podcast-episode/qr-tough-polygamy-questions-with-dr-brian-hales#,Q&R! Tough Polygamy Questions with Dr. Brian Hales!,19,"Brian Hales:

There were plural wives living in the mansion. Was Emma preventing them from being with Joseph, or was Emma acting like the first wife and regulating their interactions? We have no idea.",0.0
Why did you guys have more than one wife?,566e6478248f518da55894c68c669ea14b7de66f1bed495cc0d0cafd98d99d15,0.768372238,https://doctrineandcovenantscentral.org/podcast-episode/qr-tough-polygamy-questions-with-dr-brian-hales#,Q&R! Tough Polygamy Questions with Dr. Brian Hales!,20,"Scott Woodward:

Wow. So it was personal. It started out personal. You had a family member who was directly affected by this, and then from there the questions kept coming, and you just dove headlong into it.

Brian Hales:

Yeah. I had my own questions about it, and I think it's probably on your list of questions here, but the one that drove me to really ask and inquire was the idea that Joseph Smith could be married to other women with legal husbands—you know, a plurality of husbands.",0.0
Why don't you drink or smoke?,c6b2e2b1147d4281397b27cecff13c77b98c15c7c82fe79e1479e110f2345dd7,0.847224116,https://www.churchofjesuschrist.org/study/general-conference/1990/04/choose-you-this-day?lang=eng#p6,“Choose You This Day”,1,"I believe that the foundation and guiding light for all our decisions is the gospel of Jesus Christ and His message to the world. The teachings of Christ must be embedded in our desire to choose the right and in our wish to find happiness. His righteous life must be reflected in our own actions. The Lord not only teaches love, He *is* love. He not only preached the importance of faith, repentance, baptism, and the gift of the Holy Ghost, He *lived* accordingly. His life reflected the gospel that He preached. There was and is total harmony between His thoughts and His actions.

I believe that if we want to be true Christians, our lives must be founded on true principles and our actions must reflect that. But I do not believe that we can pick and choose which principles are the most convenient ones. Today, however, I would like to mention those that are true to my heart and that have helped me in my quest to take the Christian course.

When a man asked Christ what he should do to inherit eternal life, He answered, ""Love the Lord thy God … and thy neighbour as thyself."" (Luke 10:27.) Love is the essence of the gospel and the guiding light for a Christlike life. It not only teaches us to look upward but also to look around us. Our heart, might, and mind must be dedicated to the Lord and to our fellow men, women, and children. But what does that really mean? It means that we follow the admonition of the scripture, ""If ye love me, keep my commandments."" (John 14:15.) It means that we live the example of the good Samaritan, who was free of prejudice and excuses and therefore truly loved his neighbor. He went the second mile and gave of what he had despite all the odds. His life was one of single-minded service.",0.0
Why don't you drink or smoke?,9c6f61b61363921b314028c36c79bc073fd781881d4678a6e19bd9c0f57d8298,0.846717656,https://www.churchofjesuschrist.org/study/general-conference/2022/10/12uchtdorf?lang=eng#p41,Jesus Christ Is the Strength of Youth,2,"## A Higher Standard

Jesus Christ has very high standards for His followers. And the invitation to earnestly seek His will and live by His truths is the highest standard possible!

Important temporal and spiritual choices should not only be based on personal preference or what is convenient or popular.23 The Lord is **not** saying, ""Do whatever you want.""

He is saying, ""Let God prevail.""

He is saying, ""Come, follow me.""24

He is saying, ""Live in a holier, higher, more mature way.""

He is saying, ""Keep my commandments.""

Jesus Christ is our perfect example, and we strive with all the energy of our soul to follow Him.

My dear friends, let me repeat, if the Savior were standing here today, He would express His endless love for you, His complete confidence in you. He would tell you that you can do this. You can build a joyful, happy life because Jesus Christ is your strength. You can find confidence, peace, safety, happiness, and belonging now and eternally, because you will find all of it in Jesus Christ, in His gospel, and in His Church.

Of this I bear my solemn witness as an Apostle of the Lord Jesus Christ and leave you my heartfelt blessing in deep gratitude and love for you, in the name of Jesus Christ, amen.",0.0
Why don't you drink or smoke?,3263ed23f8772007a9f22528078a8976255ef4fe02142987a0ffdc55bef64b3a,0.843217,https://www.churchofjesuschrist.org/study/general-conference/2006/04/true-to-the-faith?lang=eng#p18,True to the Faith,3,"Each one of us has a body that has been entrusted to us by a loving Heavenly Father. We have been commanded to care for it. Can we deliberately abuse or injure our bodies without being held accountable? We cannot! The Apostle Paul declared: ""Know ye not that ye are the temple of God, and that the Spirit of God dwelleth in you? …

""The temple of God is holy, which temple ye are.""6 May we keep our bodies—our temples—fit and clean, free from harmful substances which destroy our physical, mental, and spiritual well-being.",3.0
Why don't you drink or smoke?,bd9ba01e8a9548e1018a45f6fd8e9be944b6ed585686a702f691d1a4db781594,0.842639,https://www.churchofjesuschrist.org/study/general-conference/2014/10/choose-wisely?lang=eng#p31,Choose Wisely,4,"My prayer is that as a body of priesthood holders, we will make our conduct consistent with the noble purposes required of those who are in the service of the Master. In all things we should remember that being ""valiant in the testimony of Jesus"" is the great dividing test between the celestial and terrestrial kingdoms.23 We want to be found on the celestial side of that divide. As one of His Apostles, I bear fervent testimony of the reality of the Atonement and the divinity of Jesus Christ, our Savior. In the name of Jesus Christ, amen.",0.0
Why don't you drink or smoke?,082bc76ff102f56656fb70350fd988ae72c58e0043ff431c6cca185191415ece,0.779759109,https://www.churchofjesuschrist.org/study/general-conference/1975/04/come-drink-the-living-water?lang=eng#p19,Come Drink the Living Water,3,"We believe and obey a revelation from God. It says ""wine or strong drink … is not good. … Tobacco is not for the body, … hot drinks (meaning tea and coffee) are not for the body."" (D&C 89:5–9.) Obedience to this law qualifies us to receive the promised blessings: we shall receive health, wisdom, strength, and protection. (See D&C 89:18–21.) We do not worry. We have an inner peace and quietude. Even knowing the calamities we may face, we know we will have the promised blessings and protection of the Lord.",3.0
Why don't you drink or smoke?,9a15bda5a6b8c0d1e25f368f3f4be16ce86e1da2acaa32c7135cc63c2419b89d,0.781921506,https://www.churchofjesuschrist.org/study/general-conference/1975/04/why-call-me-lord-lord-and-do-not-the-things-which-i-say?lang=eng#p51,"“Why Call Ye Me Lord, Lord, and Do Not the Things Which I Say?”",2,"The Lord gave in a sacred revelation in 1833 what we have more recently learned through research: ""Hot drinks are not for the body."" This is tea and coffee. ""Tobacco is not for the body … and is not good for man. … Wine or strong drink … is not good, neither meet in the sight of your Father."" (See D&C 89:5–9.)

The Lord knew when these things were discovered that constant smoking could lead to cancer; that constant drinking could lead to many accidents and diseases.

It is now a command to all his members, and as we see some members using these prohibited things, we wonder how they reconcile such activities with the statement of the Lord Jesus Christ when he said: ""And why call ye me, Lord, Lord, and do not the things which I say?"" (Luke 6:46.) We sincerely hope the members of the Church will give heed.",3.0
Why don't you drink or smoke?,d118bb46fb4d3c67c0b3a52b741583efe023d9c565f30061f6199173a39e88d7,0.836572349,https://www.churchofjesuschrist.org/study/general-conference/2004/10/choose-you-this-day?lang=eng#p54,Choose You This Day,7,"Such are foundation stones in building one's personal temple. As the Apostle Paul counseled, ""Know ye not that ye are the temple of God, and that the Spirit of God dwelleth in you?""20

May I leave with you today a simple yet far-reaching formula to guide you in the choices of life:

Fill your minds with truth.

Fill your hearts with love.

Fill your lives with service.

By doing so, may we one day hear the plaudit from our Lord and Savior, ""Well done, good and faithful servant; thou hast been faithful over a few things, I will make thee ruler over many things: enter thou into the joy of thy lord.""21

In the name of Jesus Christ, amen.",1.0
Why don't you drink or smoke?,c8c8d11b355820d7b5ab233040f0bed0bf619b0a4820bae1114e898e515d1771,0.74633044,https://eom.byu.edu/index.php?title=Alcoholic_Beverages_and_Alcoholism#,Alcoholic Beverages and Alcoholism,12,"Active members of The Church of Jesus Christ of Latter-day Saints abstain from drinking alcoholic beverages. This practice of abstinence derives from an 1833 revelation known as the Word of Wisdom, which states ""that inasmuch as any man drinketh wine or strong drink among you, behold it is not good, neither meet in the sight of your Father"" (D&C 89:5). The harmful effects of ethyl alcohol (the active ingredient in all alcoholic beverages) on human health are also noted in the Bible (Prov. 31:4-5; Isa. 5:11). Although the Word of Wisdom was given originally to show the will of God and not as a commandment, abstinence from alcohol was expected of fully participating Church members by the early twentieth century and faithful observance is virtually prerequisite to temple work and leadership callings in the church (see Doctrine and Covenants: Section 89).",3.0
Why don't you drink or smoke?,67ac748c594878c30cde39e22f3bb739b69999e782c5fabc0a7ec3c05df943f8,0.740624,#,Come Follow Me Class Insights - 34 - D_C 89-92 - 5,16,"There are some specific don'ts that are part of what we would consider our temple recommend questions, that question in the temple recommend interview says do you understand and obey the Word of Wisdom? And the prophets and apostles have helped us understand what those specific elements are and outside of that list, it now enters the realm described in verse 2, ""not by commandment or constraint, but by revelation and the word of wisdom."" It's a word to the wise. Be smart, be intelligent in how you treat this body and what you allow to come in and try to avoid addictive substances, things – now we're talking about not things on the absolute don't list, but things that for you might become addictive, so again, it's a beautiful principle with promise that if you'll – if you'll be wise in
how you treat this physical body, then it will actually open doors for you, not just physically, but spiritually. For me that's at the root of section 89 is it's far less about the cells and the physical structure of my body and it's far more about the instrumentality of my flesh in working with my spirit as an instrument in the hands of God to be able to do whatever work he has sent me here to this earth to accomplish and if my body is weak or sick or struggling through addictions, it's going to be harder for me to fulfill those spiritual missions or those things that God would like me to accomplish so that's why this section to me is so important to tune in to say what should I do with this great gift that God has given my spirit, this body, this tabernacle of clay and how can I put in the right kind of fuel, so to speak, to make it run at its optimal conditions so that I can live as long and as strong as possible to fulfill as much as God's work as I possibly can.",2.0
Why don't you drink or smoke?,a444f10ec350403d53ced021a5ede59a4383f8704439979d77dbd5bbf13f90d1,0.835155785,https://www.churchofjesuschrist.org/study/general-conference/2002/04/the-gospel-in-our-lives?lang=eng#p22,The Gospel in Our Lives,10,"I am also grateful for the warnings of the scriptures and Church leaders on things to avoid. By following that counsel I have been able to avoid pitfalls that might otherwise have trapped and enslaved me. Alcohol, tobacco, drugs, pornography, and gambling are but a few examples of dangerous substances and addictive practices we have been warned to avoid. I appeal to all—especially to young people—to hear and heed the words of the men and women God has called as your leaders and teachers. You will be blessed if you refrain from setting your own wisdom or desires ahead of the commandments of your Creator and the warnings of His servants.

The scriptures tell us to take upon us the ""whole armor"" of God that we ""may be able to withstand the evil day."" They promise that the ""breastplate of righteousness"" and ""the shield of faith"" will ""quench all the fiery darts of the wicked"" (D&C 27:15–17). I urge you to obey those teachings and lay claim on those blessings. They include the personal spiritual conversion—the ""mighty change … in our hearts"" (Mosiah 5:2)—that helps us become what our Heavenly Father desires us to become.",1.0
Why don't you drink or smoke?,a8c800520465540c09bb45f6eb429755265de915e3eb942a97a0dd63fb475e42,0.786501646,https://www.churchofjesuschrist.org/study/general-conference/1979/10/prayers-and-answers?lang=eng#p37,Prayers and Answers,1,"From the time you are very little we teach you to avoid tea, coffee, liquor, tobacco, narcotics, and anything else that disturbs your health.",2.0
Why don't you drink or smoke?,0a3106f3a9f120d4f3719a47e0b2f05a2cda494cf6f359dcbee726630b283631,0.764152169,https://www.churchofjesuschrist.org/study/general-conference/1975/04/why-call-me-lord-lord-and-do-not-the-things-which-i-say?lang=eng#p39,"“Why Call Ye Me Lord, Lord, and Do Not the Things Which I Say?”",4,"A study of researchers at a university center reveals the fact that ""there is a significantly lower percentage of cancer of the lung and esophagus among the 'Mormon Church' members."" One prominent doctor said they are healthier and wiser for not smoking and drinking. He indicated that cancer of the esophagus is strongly related to alcohol. He said further, ""Utahns as a whole have 25 percent fewer deaths from heart attacks than do Americans at large, and this can be associated with less smoking.""",3.0
Why don't you drink or smoke?,e17d2ab7bc758b931e2f6b996c129b0e5b5a16c7533f6b47f3325bd919beda8f,0.760819554,https://www.churchofjesuschrist.org/study/general-conference/1975/04/why-call-me-lord-lord-and-do-not-the-things-which-i-say?lang=eng#p50,"“Why Call Ye Me Lord, Lord, and Do Not the Things Which I Say?”",5,"We are terribly distressed to read in the press that smoking among women and teenagers is increasing and that women are now beginning to get lung cancer in increasing numbers. About 80 percent of all lung cancers occur in cigarette smokers, but this is only the beginning of the problem. Cigarette smoking is similarly linked to emphysema, bronchial diseases, and heart diseases. They are costly diseases that cause much suffering and carry people away from life prematurely.",3.0
Why don't you drink or smoke?,b7bdcdf4ac40b81b87ab722e7a58d6218eab6f506d6a318777e7f1fa12f21b7e,0.758363903,https://www.churchofjesuschrist.org/study/general-conference/1974/10/why-not-now?lang=eng#p11,Why Not Now?,6,"Do not reflect on the practicality of gospel standards such as abstaining from alcohol; for if you do, a surf of statistics will wash over you, confirming that abstinence is ultimately the only cure for alcoholism that is both preventive and redemptive. You will also see that the living of one protective principle of the gospel is better than a thousand compensatory governmental programs—which programs are, so often, like ""straightening deck chairs on the Titanic.""",2.0
Why don't you drink or smoke?,0ff9b0c5e2379f286b47c1952bdc940933a463f4c9ce8e722ecd10034103c786,0.753258765,https://www.churchofjesuschrist.org/study/general-conference/1981/10/four-bs-for-boys?lang=eng#p24,Four B’s for Boys,7,"Be smart. Do not be so shortsighted as to indulge in the use of alcohol, tobacco, and drugs. It simply is not smart to do so. It is stupid, if you will pardon that harsh word, to use cocaine, marijuana, or any of the other drugs that rob you of control of your mind. After every drug-induced ""high,"" there is a reactionary ""low."" Why spend money on that which can only harm you? Why become enslaved to a habit that can only hinder and short-circuit your future?

Beer and other forms of alcohol will do you no good. Their use will be expensive, will dull your conscience, and could lead to the disease called alcoholism, which is humiliating, dangerous, and even deadly. Tobacco will shorten your life. Studies show that it will enslave you, weaken your lungs, and statistically that it will shorten your life seven minutes for each cigarette smoked.",3.0
Why don't you drink or smoke?,5e8351913a9dd1de606e0f9fda85a952feaa25401fc4183a6c3e783b668df347,0.751975954,https://www.churchofjesuschrist.org/study/general-conference/1988/10/addiction-or-freedom?lang=eng#p44,Addiction or Freedom,8,"His Word of Wisdom includes sound nutritional guidance and simple instructions. We are not to drink alcoholic beverages. (See D&C 89:5–7.) We are not to use tobacco. (See D&C 89:8.) We are not to drink tea or coffee. (See D&C 89:9.) And in this same spirit, we are not to use addicting drugs.11

So to modern Israel, God has given modern counsel, similar to ancient commandments recorded in the Old Testament:

""It is not for kings to drink wine; nor for princes strong drink:

""Lest they drink, and forget the law."" (Prov. 31:4–5.)

""Woe unto him that giveth his neighbour drink, that puttest thy bottle to him, and makest him drunken."" (Hab. 2:15; see also Prov. 20:1.)",3.0
Why don't you drink or smoke?,9c2751ff1c5cc997faf033525b276287918de00d8ce43ea99a2c91044932ef21,0.750004172,https://www.churchofjesuschrist.org/study/general-conference/1989/10/the-scourge-of-illicit-drugs?lang=eng#p29,The Scourge of Illicit Drugs,9,"You cannot afford to tamper with them in the least. Certainly you must be grateful for your bodies and your minds, the very substance of your mortal lives. Certainly you must know that health is the most precious of assets. Certainly you recognize that, for the years that lie ahead, you will need health of body and clarity of mind if you are to live productively and with the respect of your associates. You would not knowingly break an arm or a leg just for the fun of it. Broken bones will mend and will function again in a normal way. But a mind warped by drugs or a body weakened or distorted by these evil things will not be easily repaired. The drug-induced destruction of self-worth and self-confidence is almost impossible to restore.

To you who may be partaking, I repeat, stop immediately. To you who at any time in the future may be tempted, I urge you to stand your ground. Reflect on the fact that you are a son of God our Eternal Father, blessed with His holy priesthood and endowed with those faculties of body and mind which will help you to take a place that is significant in the world in which you will live. Do not throw away your future. Do not jeopardize the well-being of your posterity.",3.0
Why don't you drink or smoke?,aae6b292722e5ff63ec8cb532b5c67bcd6425d21c0c574a49622d056a51002b0,0.747283101,https://www.churchofjesuschrist.org/study/general-conference/1971/04/drink-of-the-pure-water?lang=eng#p21,Drink of the Pure Water,10,"I asked them if they were willing to participate in an experiment. One of them appeared to be athletically inclined, and so I turned to him and asked, ""If you wanted to learn about the chemical properties of water, would you go to the local sports stadium and run four laps around the track?""

He said, ""Of course not.""

I asked, ""Why not?""

He said, ""The two are not related.""",0.0
Why don't you drink or smoke?,0c565af9aac27c1d965b8e9f276f5cec2f4f2615d3e9ed10eb1007baaac81f0a,0.746962905,https://www.churchofjesuschrist.org/study/general-conference/2003/04/show-you-know?lang=eng#p8,Show You Know,11,"Perhaps you have had an experience like the one I had when I was 11 years old. I had a friend whom I admired because she seemed to know so much. One day she offered me a cigarette. She told me she would help me learn to smoke, and she pressured me with words like ""It won't hurt—just this once."" I didn't want to offend her, but I had decided when I was very young that I would never smoke. This decision made it easier to say no. Show you know by obeying the Word of Wisdom.",2.0
Why don't you drink or smoke?,84bbc1e3a40fb39ffa7beb220fa647b16fbfa77a0aa6c3018cd4b95f986d3cb1,0.743544102,https://www.churchofjesuschrist.org/study/general-conference/2010/10/the-three-rs-of-choice?lang=eng#p14,The Three Rs of Choice,13,"We are surrounded—even at times bombarded—by the messages of the adversary. Listen to some of them; they are no doubt familiar to you: ""Just this once won't matter."" ""Don't worry; no one will know."" ""You can stop smoking or drinking or taking drugs any time you want."" ""Everybody's doing it, so it can't be that bad."" The lies are endless.",1.0
Why don't you drink or smoke?,a16745931246fca49e210db99f473862c9205f9a001fdc92ef78ca38789091da,0.741594613,https://www.churchofjesuschrist.org/study/general-conference/1975/04/come-drink-the-living-water?lang=eng#p16,Come Drink the Living Water,14,"Despite medical marvels, ill health and early death still rob men not only of life but of the zest for life. We are a healthy people. I quote briefly from a recent report in the Washington, D.C. Post: ""Mormons neither drink nor smoke, and they stress clean living. They also die of cancer at half the rate of other Californians. This is not surprising, since many cancers—especially cancer of the lungs, one of the biggest killers—have been linked to tobacco and alcohol.

""Moreover, among Mormons in Utah, the annual cancer rate is approximately 2 Mormons for every 3 non-Mormons."" (""Lower Cancer Toll Is Found for Mormons in Calif. Study,"" Nov. 18, 1974.)

Dr. Harry Schwartz, professor of the College of Physicians and Surgeons, has said, ""Statistics show Utah is the healthiest state in the 48, if not the entire union. If you believe the statistics, any sensible person would pack up and move to Utah."" He suggested three areas which might be looked into as part of the explanation—the Mormon dietary laws, genetics, and the lack of poverty. (Salt Lake Tribune, Sept. 21, 1974.) Our health record is unusual.",2.0
Why don't you drink or smoke?,48f9bcd426961138e6a9272b1dc932c2a885e2279d7ec49de59138b61393fdea,0.741125405,https://www.churchofjesuschrist.org/study/general-conference/1972/04/why-stay-morally-clean?lang=eng#p4,Why Stay Morally Clean,15,"There are many young people in our audience today. It is to them, particularly to the teenagers, that I speak. The subject should be of great interest to you: Why stay morally clean.",1.0
Why don't you drink or smoke?,af89945d584393305d874797174474a86ac6c939dce3ecbea294a9f99ecbe861,0.739075065,https://www.churchofjesuschrist.org/study/general-conference/1989/10/the-scourge-of-illicit-drugs?lang=eng#p21,The Scourge of Illicit Drugs,17,"Some have even used as an alibi the fact that drugs are not mentioned in the Word of Wisdom. What a miserable excuse. There is likewise no mention of the hazards of diving into an empty swimming pool or of jumping from an overpass onto the freeway. But who doubts the deadly consequences of such? Common sense would dictate against such behavior.

Regardless of the Word of Wisdom, there is a divinely given reason for avoiding these illegal substances.

I am convinced that their use is an affront to God. He is our Creator. We are made in His image. These remarkable and wonderful bodies are His handiwork. Does anyone think that he can deliberately injure and impair his body without affronting its Creator? We are told again and again that the body is the tabernacle of the spirit. We are told that it is a temple, holy to the Lord. In a time of terrible conflict between the Nephites and the Lamanites, we are told that the Nephites, who had been strong, became ""weak, like unto their brethren, the Lamanites, and that the Spirit of the Lord did no more preserve them; yea, it had withdrawn from them because the Spirit of the Lord doth not dwell in unholy temples."" (Hel. 4:24.)

Alma taught the people of Zarahemla: The Lord ""doth not dwell in unholy temples; neither can filthiness or anything which is unclean be received into the kingdom of God."" (Alma 7:21.)",3.0
Why don't you drink or smoke?,ba3cc207c9a0a7b3e9b8b263a9e33983849e5bcc2e6088ce38b1dd9fc20fad1b,0.738089621,https://www.churchofjesuschrist.org/study/general-conference/1996/04/be-ye-clean?lang=eng#p34,“Be Ye Clean”,18,"Stay away from alcohol, my brethren. Never get involved in a so-called beer bust. Do not get entrapped with illegal drugs. They could destroy you. They could make of you a slave and the cravings that would follow would impoverish you in getting money to buy more drugs to satisfy those cravings.

You hold the priesthood of God. You are someone special. You have had bestowed upon you a power sacred and divine. It is totally wrong for you to partake of alcohol or drugs that are forbidden by the law.

Be clean in mind, and then you will have greater control over your bodies. It was said of old, ""As [a man] thinketh in his heart, so is he"" (Prov. 23:7). Unclean thoughts lead to unclean acts.

I remember going to President McKay years ago to plead the cause of a missionary who had become involved in serious sin. I said to President McKay, ""He did it on an impulse."" The President said to me: ""His mind was dwelling on these things before he transgressed. The thought was father to the deed. There would not have been that impulse if he had previously controlled his thoughts.""",3.0
Why don't you drink or smoke?,e9fa820a837f78e0e9ae99c48a59edc173f807cf9e4b84b6d0306ce6a5c97b6c,0.737761855,https://www.churchofjesuschrist.org/study/general-conference/1972/04/why-stay-morally-clean?lang=eng#p37,Why Stay Morally Clean,19,"I want to counsel you and I want you to remember these words.

Do not let anyone at all touch or handle your body, not anyone! Those who tell you otherwise proselyte you to share their guilt. We teach you to maintain your innocence.

Turn away from any who would persuade you to experiment with these life-giving powers.",1.0
Why don't you drink or smoke?,3923aa2ae0e8e3df87bb8fa88503c89a605c1756a5cd909521a68d6a8d49fdf3,0.737304389,https://www.churchofjesuschrist.org/study/general-conference/1974/10/god-will-not-be-mocked?lang=eng#p31,God Will Not Be Mocked,20,"Now after all these years, we find that many of the medical profession and others agree that numerous diseases are the result of the use of these things. I remember standing by a hospital bed of a good friend of mine, and I watched him die of cancer. His physicians said it was caused by the use of tobacco. I have helped bury people who have been killed by the demon alcohol, and many other innocent people died because someone was driving who had been drinking.

The use of liquor has brought much sorrow, pain, suffering, death to innocent bystanders. Some social drinkers claim they will never become alcoholic, but how sure can they be?",3.0
